id ,kalimat,pasien,usia pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi
861,"kemudian saya konsul dokter online dan saya sudah bilang kalau sedang menyusui,",,,,,,,1,,,,,1,,,,,
862,"lalu saya di resepkan obat : Centrizine Hydrochloride 10 mg, Rexcof Plus , Rodemol Paracetamol.",,,,,1,,,,,,,,1,,,,
863,saya ingin bertanya apakah obat2 yg saya sebutkan aman untuk Busui ya dok ?,,,,,,,,,1,,,,,,,,
864,karena di kemasanya saya baca hindari penggunaan pada masa menyusi.,,,,,,,,,,,,1,,,,,
865,"mohon info nya dok, karena sya sudah terlanjur minum obat nya.",,,,,1,,1,,,,,,,,,,
866,"Alo Iqlima, Terima kasih atas pertanyaannya.",,,,,,,,,1,,,,,,,,
867,Batuk merupakan salah satu keluhan umum yang dapat dialami oleh siapapun.,,,,,,,,,,,,,,,,,
868,Batuk yang dialami dapat berupa batuk kering atau batuk berdahak.,,,,,,,,,,,,,,,,,
869,"Keluhan batuk berdahak yang Anda alami dapat disebabkan oleh infeksi saluran pernapasan atas, bronkitis (infeksi pada saluran napas utama), atau sinusitis (infeksi pada sinus).",,,1,,,,,,,,1,,,,,,
870,Tidak menutup kemungkinan juga karena infeksi virus corona terutama jika Anda memiliki risiko terpapar misalnya jika Anda atau orang di rumah masih sering beraktivitas di luar rumah. ,,,,,,,,,,,1,1,,,,,
871,Sebagian besar keluhan batuk disebabkan oleh infeksi virus dan umumnya dapat sembuh dengan sendirinya dalam waktu 1-2 minggu.,,,1,,,1,,,,,1,,,,,,
872,Obat cetirizine adalah obat antihistamin yang dapat digunakan untuk mengatasi keluhan bersin dan hidung/ tenggorokan gatal.,,,,,,,,,,,,,,,,,
873,"rexcof adalah obat yang mengandung bromhexine dan guaiafenesin untuk mengatasi batuk berdahak,",,,,,,,,,,,,,,,,,
874,sedangkan rodemol mengandung parasetamol untuk mengatasi demam atau sakit pada tubuh (misalnya sakit kepala atau pegal-pegal). ,,,,,,,,,,,,,,,,,
875,Penelitian penggunaan obatbromhexine dan guaiafenesin pada ibu menyusui tidak banyak sehingga memang penggunaan obat ini harus tetap dengan anjuran dokter.,,,,,,,,,,,,,,,,,
876,"Dari beberapa hasil penelitian yang ada, kedua kandungan tersebut sangat kecil yang masuk ke dalam ASI.",,,,,,,,,,,,,,,,,
877,"Dengan demikian, ketiga obat tersebut merupakan obat yang aman untuk dikonsumsi oleh ibu menyusui.",,,,,,,,,,,,,,,,,
878,Silakan Anda menggunakan obat ini sesuai dengan anjuran dokter sebelumnya. ,,,,,,,1,,,,,,,,,,
879,Silakan juga melakukan anjuran berikut:,,,,,,,,,,,,,,1,,,
880,beristirahat dengan cukup 7-9 jam setiap hari,,,,,,1,1,,,,,,,,,,
881,perbanyak konsumsi makanan bergizi,,,,,,,1,,,,,,,,,,
882,hindari paparan asap rokok dan polusi udara lainnya,,,,,,,1,,,,,,1,,,,
883,selalu menjaga kebersihan kedua tangan dan selalu menutup mulut serta hidung ketika batuk dan bersin untuk mencegah penularan,,,,,,,1,1,,,,,,,,,
884,"Jika keluhan ini tidak membaik selama 1 minggu ke depan atau jika Anda mengalami demam tinggi, sesak napas, atau sakit dada, silakan tidak menunda memeriksakan diri ke dokter umum terdekat agar dokter dapat melakukan pemeriksaan dulu sebelum diberikan penanganan yang sesuai.",,,,1,,1,1,,,,,1,,,,,
885,Semoga membantu.,,,,,,,,,,,,,,1,,,
886,Assalamualaykum dokter... Saat ini saya sedang Hamil 37 minggu... ,1,,,,,,,,,,,,,,,,
887,Sebulanan terakhir ini tubuh saya rasanya rentan terkena batuk flu Dan demam... ,,,1,,,1,,,,,,,,,,,
888,Setelah beberapa Hari sembuh. Kena lagi.,,,,,1,,,,,,,,,,,,
889,Nah saat ini pun saya sedang batuk flu demam. ,,,1,,1,,,,,,,,,,,,
890,Saya tetap usahakan banyak gerak Minimal jalan kaki pagi Hari tapi setelahnya rasanya saya sangat lelah dan ingin berbaring saja.,,,,,,,1,1,,,,,,,,,
891,Apakah tindakan saya Yang lebih banyak istirahat Dari biasanya berefek negatif ke janin saya nantinya?,,,,,,,,,1,,,,,,,,
892,Lalu langkah apa Yang harus saya lakukan agar segera sembuh?,,,,,,,,,1,,,,,,,,
893,Terima kasih dok 🙏,,,,,,,,,,,,,,,,,
894,"Halo Lulu, terima kasih telah bertanya di alodokter.",,,,,,,,,,1,,,,,,,
895,Saya coba bantu jelaskan.,,,,,,,,,,1,,,,,,,
896,Ibu hamil lebih cenderung terkena berbagai macam penyakit seperti batuk dan flu. ,,,1,,,,,,,,,,,,,,
897,Hal tersebut disebabkan karena daya tahan ibu hamil menurun karena daya tahan ibu hamil juga berfokus untuk menjaga janin yang ada didalam tubuh sang ibu.,,,,,,,,,,,1,,,,,,
898,"Ada beberapa kondisi yang dapat ibu lakukan untuk menjaga tubuh agar tetap sehat, seperti :",,,,,,,,,,,,,,1,,,
899,Memperbanyak waktu istirahat,,,,,,,1,,,,,,,,,,
900,Mengurangi aktivitas berat,,,,,,,1,,,,,,,,,,
901,Melakukan olahraga ringan seperti jalan santai,,,,,,,1,,,,,,,,,,
902,Mengkonsumsi makanan yang sehat seperti buah dan sayur,,,,,,,1,,,,,,1,,,,
903,"Menghindari kontak dengan orang lain seperti pasar, mall dan lainnya",,,,,,,1,,,,,,,,,,
904,Rutin memeriksakan kehamilan ke dokter kandungan,,,,,,,1,,,,,,,,,,
905,"Jika ibu merasakan tubuh terlalu lelah, maka hendaknya jangan dipaksakan untuk beraktivitas.",,,,,,,1,,,,,1,,,,,
906,"Sebaiknya disaranakan untuk tetap beristirahat, terlebih melihat kondisi ibu yang mendekati minggu-minggu persalinan.",,,,,,,1,,,,,1,,,,,
907,"Namun, jika ibu merasakan tubuh semakin sakit, lemas, pandangan kunang-kunang, tidak nafsu makan, batuk-batuk, demam , nyeri tenggorokan, keluar flek ataupun cairan dari jalan lahir, maka sesegera mungkin memeriksakan diri ke dokter.",,,,1,,,1,,,,,1,,,,,
908,Semoga membantu.,,,,,,,,,,,,,,1,,,
909,"Sore dok,Anak saya umur 3 bln 28 hr skr sdg flu dan batuk",1,1,,,,,,,,,,,,,,,
910,selain asi obat apa yg bagus karena hidungnya sering mampet walau sdh sering sy sedot?,,,,,,,1,,1,,,,,,,,
911,Alo bunda dewi,,,,,,,,,,1,,,,,,,
912,"mungkin maksud bunda bayi mengalami pilek dan batuk ya,",,,,,,,,,,1,,,,,,,
913,dimana batuk pilek merupakan keluhan yang kerap menimpa anak-anak dimana kondisi ini sering terjadi akibat sistem kekebalan tubuh anak yang belum matang sehingga lebih rentan tertular penyakit.,,,1,,,,,,,,1,,,,,,
914,"batuk pilek hal ini dapat terjadi akibat karena terpapar infeksi virus, bakteri atau akibat karena alergi.",,,1,,,,,,,,1,,,,,,
915,namun infeksi virus adalah hal yang paling sering terjadi.,,,,,,,,,,,1,,,,,,
916,"sebaiknya untuk bunda tidak memberikan obat terlebih dahulu ya, laukan perawatan dirumah seperti :",,,,,,,1,,,,,,,,,,
917,pastikan bayi cukup tidur,,,,,,,1,,,,,,,,,,
918,posisikan kepala lebih tinggi saat berbaring,,,,,,,1,,,,,,,,,,
919,tetap berikan ASI ekslusif pada bayi. Pastikan kebuuthan cairan bayi tetap terpenuhi,,,,,,,1,,,,,,1,,,,
920,"bunda bisa oleskan balsem khusus bayi yang dapat bunda beli bebas di apotik, oleskan balsem di bagian dada, leher dan punggungnya",,,,,,,1,,,,,,1,,,,
921,gunakan humidifer atau pelembab udara dengan penyegar berupa minyak esensial seperti menthol atau chamomile atau bunda bisa menggunakan mangkok berisih air panas da teteskan minyak kayu putih untuk dijadikan uap agar bisa dihirup oleh si bayi hati-hati agar air panas tersebut tidk terkena si bayi,,,,,,,1,,,,,,1,,,,
922,"cuci tangan sebelum menyentuh bayi, jika dalam rumah ada yang sakit batuk pilek atau flu usahakan menggunakan masker dan jaga jarak pada si bayi ya bun",,,,,,,1,,,,,1,,,,,
923,"jika batuk pilek tidak kunjung sembuh hingga 10 hari disertai demam tinggi yaitu suhu diatas 38 derajat, ada sesak napas, bayi menolak menyusu maka segera temui dokter untuk mendapatkan pengobatan yang tepat ya bunda,",,,1,1,,1,1,1,,,,1,,,,,
924,hindari pemberian obat pada bayi tanpa resep dokter karena pemberian obat pada bayi dosisinya disesuaikan dengan berat badan si bayi bunda dan dokter akan memberikan obat yang aman untuk si bayi.,,,,,,,1,,,,,,,,,,
925,sebaiknya konsultasikan ke dokter jika memberikan obat apabila si kecil belum berusia 2 tahun ya bunda.,,,,,,,1,,,,,1,,,,,
926,demikian info yang bisa saya berikan,,,,,,,,,,,,,,1,,,
927,"Saya mau tanya dok, beberapa hari lalu anak saya bapil dan saya kasih obat thermorex sampai sekarang. Pileknya sembuh cuma untuk batuknya belum sembuh, ",1,,1,,,,1,1,,,,,,,,,
928,apakah saya boleh memberhentikan anak saya minum obat thermorex dan mengantikan obatnya jadi obat mucos ambroxol dok?,,,,,,,,,1,,,,1,,,,
929,Soalnya dia sangat cocok dengan obat tersebut.,,,,,,,,,,,,1,,,,,
930,"Dan apakah boleh saat meminum obat dan hari itu juga dia minum madu dok, dengan waktu yang berbeda.",,,,,,,,,1,,,,1,,,,
931,Terimakasih mohon bantu di jawab dok,,,,,,,,,,,,,,,,,
932,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
933,Thermorex adalah obat yang mengandung bahan aktif paracetamol. ,,,,,,,,,,,,,,,,,
934,Obat ini sejatinya lebih tepat dikonsumsi untuk penanganan demam dan/ atau nyeri pada anak. ,,,,,,,,,,,,,,,,,
935,"Adapun jika yang anak Anda keluhkan adalah batuk dan pilek, maka konsumsi obat ini tidak selalu diperlukan, kecuali jika memang batuk pileknya juga disertaidemam dan/ atau nyeri.",,,,,,,,,,,,,,,,,
936,Kondisi anak Anda yang batuknya belum sembuh bisa jadi disebabkan oleh penanganannya yang kurang tepat. ,,,,,,,,,,,,,,,,,
937,"Batuk ini kemungkinan penyebabnya ada banyak, contohnya karena alergi,",,,1,,,,,,,,1,,,,,,
938,"terpapar asap atau iritan lainnya,",,,,,,,,,,,1,,1,,,,
939,"infeksi virus atau bakteri (termasuk karena COVID-19),",,,,,,,,,,,1,,1,,,,
940,"refluks asam lambung, ",,,,,,,,,,,1,,1,,,,
941,"asma, dan banyak lagi gangguan medis lainnya.",,,,,,,,,,,1,,,,,,
942,"Nah, penanganan atas batuk ini bisa berbeda tergantung dari penyebab yang mendasarinya.",,,,,,,1,,,,,1,,,,,
943,"Saran kami, Anda jangan dulu sembarangan memberi anak Anda obat lain. Agar keluhannya membaik, ",,,,,,,1,1,,,,,,,,,
944,yang bisa Anda lakukan saat ini:,,,,,,,,,,,,,,1,,,
945,"Beri anak banyak minum air hangat, namun jangan yang terlalu manis",,,,,,,1,,,,,,1,,,,
946,"Jangan dulu membiarkan anak mengkonsumsi es, gorengan, dan jajan sembarangan",,,,,,,1,,,,,,1,,,,
947,Himbau anak agar banyak istirahat di rumah,,,,,,,1,,,,,,,,,,
948,"Jauhkan ia dari hal yang membuatnya alergi, asap, debu, dan substansi lain yang sifatnya iritatif bagi saluran napas",,,,,,,1,,,,,,1,,,,
949,Jaga agar lingkungan sekitar anak selalu bersih,,,,,,,1,,,,,,,,,,
950,Mandikan ia dengan air hangat dan jaga supaya tubuhnya selalu bersih,,,,,,,1,,,,,,,,,,
951,"Periksakan anak ke dokter atau dokter anak jika batuknya tidak sembuh untuk waktu lama, terlebih jika disertai sesak, demam tinggi, dahak berdarah, mengi, muntah, dan keluhan lain yang berat",,,,1,,,1,,,,,1,,,,,
952,Semoga membantu ya..,,,,,,,,,,,,,,1,,,
953,Dok saya benerapa bulan yang lalu sempet pilek sekitar 3 Minggu baru sembuh,,,1,,1,1,,,,,,,,,,,
954,"Setelahnya sekitar 2 Minggu kemudian saya batuk kering lebih dari 1 bulan,",,,1,,1,1,,,,,,,,,,,
955,"dan tenggorokan sering sakit, berat badan saya juga turun lumayan drastis dok,",,,,1,,,,,,,,,,,,,
956,"Pola hidup saya memang kurang sehat sih dok, duduk lebih dari 10 jam buat kerja, suka lupa makan dan istirahat pun ngga sampai 8 jam",,,,,,,,,,,,1,,,,,
957,Apakah itu gejala sinusitis atau paru ya dok?,,,,,,,,,1,,,,,,,,
958,Terima kasih atas pertanyaannya.,,,,,,,,,,1,,,,,,,
959,Batuk merupakan respon alami tubuh terhadap benda asing yang masuk ke dalam saluran pernapasan.,,,1,,,,,,,,,,,,,,
960,"Benda asing dapat berupa mikroorganisme, debu, polusi dan lainnya.",,,,,,,,,,,1,,,,,,
961,"Karakteristik batuk seperti batuk berdahak, batuk kering, batuk berdarah dapat membantu mengarahkan penyebab dari batuk lama tersebut.",,,,,,,,,,,,,,,,,
962,"Selain itu lama batuk dan gejala penyerta seperti demam, penurunan berat badan, keringat pada malam hari dan sebagainya dapat membantu untuk mencari penyebab keluhan.",,,,,,,,,,,,,,,,,
963,"Pada batuk yang terjadi secara akut, dapat disebabkan oleh infeksi virus, alergi, maupun akibat menghirup iritan pada saluran napas. ",,,1,,,,,,,,1,,,,,,
964,"Sedangkan pada batuk lama atau batuk kronis dapat disebabkan oleh merokok, infeksi tuberkulosis, penyakit paru kronis, radang saluran pernapasan, kanker paru dan penyebab lainnya.",,,1,,,,,,,,1,,,,,,
965,"Untuk mengetahui penyebab pasti dari batuk kronis, diperlukan wawancara, pemeriksaan fisik dan pemeriksaan penunjang untuk mencari penyebab.",,,,,,,1,,,,,,,,,,
966,"Pemeriksaan penunjang yang dapat dilakukan yaitu pemeriksaan rontgen, laboratorium, pemeriksaan dahak, serta lainnya.",,,,,,,1,,,,,,,,,,
967,"Setelah mengetahui penyebab dari batuk, pengobatan dapat dilakukan sesuai dengan penyebab. ",,,,,1,,1,,,,,,,,,,
968,"Pengobatan yang diberikan yaitu antibiotik apabila disebabkan oleh infeksi bakteri, obat antiradang untuk mengurangi radang, obat antialergi dan lainnya.",,,,,,,1,,,,,1,,,,,
969,Sebaiknya melakukan pemeriksaan pada dokter atau dokter spesialis paru karena batuk sudah berlangsung lama dan terdapat gejala penurunan berat badan.,,,,,,,1,,,,,1,,,,,
970,"Selain itu tetap memakai masker, ",,,,,,,1,,,,,,,,,,
971,"mengonsumsi makanan bergizi,",,,,,,,1,,,,,,,,,,
972,"menghindari rokok, ",,,,,,,1,,,,,,,,,,
973,serta memperbaiki ventilasi pada rumah hunian.,,,,,,,1,,,,,,,,,,
974,"Terima kasih, semoga membantu.",,,,,,,,,,,,,,1,,,
975,"Dok,anak saya sedang batuk pilek,",1,,1,,,,,,,,,,,,,,
976,"bolehkah diberi minum air kencur hangat 1sdt. (Kencur yg di geprek dan di beri air hangat, lalu di peras kencurnya, air perasannyalah yg diminum) Karna kata orangtua dulu kencur bagus untuk batuk. Apakah boleh?",,,,,,,,,1,,,,1,,,,
977,Dan Obat batuk pilek yg sangat rekomendasi dokter untuk anak 1tahun apa yaa dok?,,,,,,,,,1,,,,,,,,
978,"alo salam sehat, terimakasih telah bertanya kepada kami",,,,,,,,,,1,,,,,,,
979,"berkaitan dengan penyakit pilek yang anak anda derita terdapat beberapa penyebab nya antara lain: virus seperti influenza, bakteri, alergi",,,1,,,,,,,,1,,,,,,
980,untuk memastikan penyebabnya perlu dilakukan pemerksaan kedokter ,,,,,,,1,,,,,,,,,,
981,"dan pemriksaan fisik serta pemeriksaan tambahan lainnya jika perlu seperti cek lab darah, test alergi",,,,,,,1,,,,,,,,,,
982,berkaitan dengan pengobatannya nantinya dokter akan merespkannya berdasarkan keluhan dan penyakitnya,,,,,,,1,,,,,,,,,,
983,"pemberian obat pada anak anak harus diwaspadai dikarenakan adanya efek samping obat,",,,,,,,1,,,,,,,,,,
984,begitu juga dengan pengobatan herbal disarankan juga hati hati dalam penggunaanya,,,,,,,1,,,,,,,,,,
985,"hal yang bisa anda lakukan saat ini untuk mengobati anak anda dirumah adalah istirahat cukup ,",,,,,,,1,,,,,,,,,,
986,pastikan kebutuhan makanan dan minuman anak anda terpenuhi ,,,,,,,1,,,,,,,,,,
987,"selain itu awasi tanda tanda jika muncul gejala ini segera bawa ke fasilitas kesehatan terdekat gejalanya antara lain demam tinggi diatas 38C, Batuk berdahak semakin memberat, keluhan menggangu tidur anak, nafsu makan dan berat badan menurun, sesak",,,,1,,,,,,,,1,,,,,
988,untuk bahan bacaan yang bisa anda baca berkaitan dengan pilek dan tindakan yang membantu meringankan bisa buka website melalui link dibawah ini,,,,,,,,,,,,,,1,,,
989,https://www.alodokter.com/batuk-pilek,,,,,,,,,,,,,,,,,
990,https://www.alodokter.com/cara-sederhana-meringankan-batuk-pilek-pada-anak,,,,,,,,,,,,,,,,,
991,demikian jawaban kami semoga membantu salam sehat,,,,,,,,,,,,,,1,,,
992,"Dok, saya sedang hamil dan sedang batuk pilek.",1,,1,,,,,,,,,,,,,,
993,"Awalnya aku kasih obat perasan jeruk nipis campur kecap terus dikasih air anget, tapi masi belum sembuh juga.",,,,,,,1,1,,,,,1,,,,
994,Jadi aku beralih ke obat nin jiom pei pa koa/ obat batuk cap ibu dan anak,,,,,,,1,,,,,,1,,,,
995,aman untuk ibu hamil ?.,,,,,,,,,1,,,,,,,,
996,"Sebelum nya saya nyari obat batuk silek namun sedang kosong dan petugas apotek nya menganjurkan obat teersebut,",,,,,,,1,,,,,,,,,,
997,apakah aman untuk janin saya dok ?..,,,,,,,,,1,,,,,,,,
998,terimakasih,,,,,,,,,,,,,,,,,
999,"Alo Nhartya, Terima kasih telah bertanya di Alodokter.",,,,,,,,,,1,,,,,,,
1000,"Pada ibu hamil, dapat terjadi penurunan daya tahan tubuh sehingga mudah untuk terserang penyakit termasuk infeksi virus dan bakteri.",,,,,,,,,,,,1,,,,,
1001,Pada ibu hamil dapat mengalami batuk pilek seperti yang dialami orang pada umumnya.,,,,,,,,,,,,1,,,,,
1002,Sehingga pemberian obat batuk bagi ibu hamil tidak boleh sembarangan dan sebaiknya harus sesuai anjuran dokter.,,,,,,,1,,,,,,,,,,
1003,"Saat ini, berapakah usia kandungan Anda ?",,,,,,,,,,,,,,,,,
1004,"Apakah batuk disertai dengan dahak, demam, sesak ? ",,,,,,,,,,,,,,,,,
1005,Apakah terdapat keluhan lain yang memperberat kondisi saat ini ?,,,,,,,,,,,,,,,,,
1006,"Penyebab batuk pilek pada ibu hamil dapat disebabkan oleh infeksi virus, namun juga dapat diakibatkan kondisi lain seperti pneumonia, bronkitis. ",,,1,,,,,,,,1,,,,1,,
1007,"Obat yang Anda konsumsi saat ini, merupakan obat herbal, namun belum terdapat bukti ilmiah terkait penggunaannya untuk mengatasi batuk terutama pada ibu hamil.",,,,,,,,,,,,,,,,,
1008,Sehingga kami tidak dapat menyarankan penggunaan obat tersebut. ,,,,,,,,,,,,,,,,,
1009,"Disarankan agar Anda dapat berkonsultasi dengan dokter, Anda dapat berkonsultasi dengan dokter spesiali kandungan yang merawat Anda saat ini sehingga dapat diberikan pengobatan sesuai kondisi Anda. ",,,,,,,1,1,,,,,,,,,
1010, Anda juga dapat berkonsultasi melalui fitur chat di Alodokter.,,,,,,,1,,,,,,,,,,
1011,"Sementara itu, beberapa anjuran yang dapat Anda lakukan seperti :",,,,,,,,,,,,,,1,,,
1012,Istirahat yang cukup.,,,,,,,1,,,,,,,,,,
1013,"Mengonsumsi makanan bergizi dan asupan gizi seimbang , termasuk vitamin sesuai anjuran dokter.",,,,,,,1,,,,,,1,,,,
1014,"Cuci tangan sesering mungkin, terutama sebelum makan atau setelah memegang benda kotor.",,,,,,,1,,,,,,,,,,
1015,lakukan peregangan peregangan kaki atau berjalan-jalan.,,,,,,,1,,,,,,,,,,
1016,Minum air putih yang cukup.,,,,,,,1,,,,,1,,,,,
1017,Jangan menggunakan peralatan makan yang sama dengan penderita batuk atau pilek.,,,,,,,1,,,,,,,,,,
1018,"Jaga kebersihan rumah, terutama kamar tidur.",,,,,,,1,,,,,,,,,,
1019,Mengelola stres dengan baik,,,,,,,1,,,,,,,,,,
1020,"Hindari konsumsi alkohol, merokok.",,,,,,,1,,,,,,1,,,,
1021,"Hindari paparan yang dapat memicu alergi seperti debu, udara dingin",,,,,,,1,,,,,,1,,,,
1022,Anda dapa mengkonsumsi madu alami yang dicampur dengan lemon.,,,,,,,1,,,,,,1,,,,
1023,Berkumur dengan air hangat yang diberi garam untuk meringankan radang tenggorokan atau batuk.,,,,,,,1,,,,,,1,,,,
1024,Mandi dengan air hangat,,,,,,,1,,,,,,,,,,
1025,Gunakan pelembap ruangan/humidifier,,,,,,,1,,,,,,,,,,
1026,Semoga membantu ya..,,,,,,,,,,,,,,1,,,
1027,"Dok, saya mau tanya. Awalnya saya sakit pilek yang di sertai batuk berdahak.",,,,1,1,,,,,,,,,,,,
1028,Ketika periksa ke klinik dikasih obat Calortusin dan vitamin c dan vitamin D3.,,,,,1,,1,1,,,,,1,,,,
1029,Tapi setelah minum itu kok batuknya berubah jadi batuk kering. ,,,,,1,,1,1,,,,,,,,,
1030,Alasannya kenapa ya dok?,,,,,,,,,1,,,,,,,,
1031,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
1032,"Pilek dan batuk berdahak paling sering menandakan Anda mengalami radang saluran napas, misalnya karena alergi, paparan asap/ debu/ iritan lainnya, refluks asam lambung, infeksi virus atau bakteri (termasuk juga COVID-19 yang disebabkan oleh infeksi virus Corona baru), polip atau tumor lain di sekitar saluran napas, efek samping pengobatan, dan sebagainya.",,,1,,,,,,,,1,,,,,,
1033,"Obat-obatan yang dokter berikan pada Anda bertujuan utamanya untuk meredakan pilek, batuk, dan gejala lain yang menyertainya.",,,,,,,,,,,,,,,,,
1034,"Selain itu, dokter juga memberi Anda vitamin yang berguna dalam meningkatkan daya tahan tubuh sekaligus meredakan peradangan saluran napas, sehingga gejala Anda bisa membaik.",,,,,,,,,,,,,,,,,
1035,"Apabila saat ini Anda masih batuk, terutama batuk kering, besar kemungkinan hal ini disebabkan oleh langkah penanganan yang kurang komprehensif, bukan semata-mata karena penanganan yang tidak tepat.",,,,,,,,,,,1,1,,,,,
1036,"Baiknya, di samping menjalani penanganan dokter, Anda lakukanlah juga:",,,,,,,,,,,,,,1,,,
1037,"Istirahat lebih banyak di rumah, pisahkan kamar dan barang pribadi Anda dengan orang lain",,,,,,,1,,,,,,,,,,
1038,"Banyak minum air hangat, bisa juga ditambahkan jahe atau lemon",,,,,,,1,,,,,,1,,,,
1039,Kurangi dulu berteriak-teriak berlebihan,,,,,,,1,,,,,,,,,,
1040,"Rajin makan buah dan makanan berkuah kaldu,",,,,,,,1,,,,,,1,,,,
1041,"kurangi dulu makan es, gorengan, dan makanan manis",,,,,,,1,,,,,,1,,,,
1042,"Jauhi dingin, debu, asap, polusi, dan hal-hal yang membuat Anda alergi",,,,,,,1,,,,,,1,,,,
1043,Selalu gunakan masker,,,,,,,1,,,,,,,,,,
1044,Gunakan air humidifier di rumah Anda jika memungkinkan,,,,,,,1,,,,,,,,,,
1045,Irigasi hidung Anda dengan cairan NaCl agar pileknya berkurang,,,,,,,1,,,,,,1,,,,
1046,"Namun, jika malah muncul sesak, demam tinggi, keluar ingus atau dahak kekuningan/ kehijauan, dan keluhan lain yang berat, lebih aman Anda periksalah kembali ke dokter atau dokter THT terdekat ya..",,,,1,,,1,,,,,1,,,,,
1047,Semoga membantu.,,,,,,,,,,,,,,1,,,
1048,"selamat pagi dokSaya mau tanya kepala saya sakit terasa berat dan batuk pilek,",,,1,,,,,,,,,,,,,,
1049,badan pada sakit semua mulut jg g nafsu makan.,,,,1,,,,,,,,,,,,,
1050,Sekitar perut juga sakit,,,,1,,,,,,,,,,,,,
1051,Kira2 apa y obatnya dok..?,,,,,,,,,1,,,,,,,,
1052,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
1053,"Nyeri kepala hebat, batuk, pilek, nyeri-nyeri badan dan perut, hingga tidak nafsu makan kemungkinan penyebabnya ada banyak, contohnya:",,,,1,,,,,,,,,,,,,
1054,"Infeksi virus atau bakteri, seperti akibat virus Corona (yang menyebabkan COVID-19), influenza, dan mikroorganisme lainnya",,,,,,,,,,,1,,1,,,,
1055,"Dispepsia (peningkatan asam lambung), seperti akibat GERD, gastritis, tukak lambung",,,,,,,,,,,1,,1,,,,
1056,"Alergi dingin, makanan, atau substansi lainnya",,,,,,,,,,,1,,,,,,
1057,"faktor lain, seperti migrain, rheumatoid arthritis, gangguan hormon, fibromyalgia, radang usus, dan sebagainya",,,,,,,,,,,1,,,,,,
1058,"Saran kami, jika baru 1-3 hari keluhan Anda berlangsung, cobalah Anda tanganilah dulu kondisi Anda dengan minum obat paracetamol,",,,,,,1,1,,,,,1,1,,,,
1059,banyak minum air hangat,,,,,,,1,,,,,,,,,,
1060,"paksakan makan walau sedikit tapi sering,",,,,,,,1,,,,,,,,,,
1061,"tidak dulu makan es dan goreng-gorengan, ",,,,,,,1,,,,,,1,,,,
1062,"makanlah makanan yang mengandung tinggi kalori dan mudah dicernanya,",,,,,,,1,,,,,,,,,,
1063,"kompres hangat perut dan tubuh Anda yang nyeri,",,,,,,,1,,,,,,,,,,
1064,"istirahat lebih banyak, ",,,,,,,1,,,,,,,,,,
1065,"perbaiki kebersihan diri Anda,",,,,,,,1,,,,,,,,,,
1066,"jauhi hal-hal yang membuat Anda alergi,",,,,,,,1,,,,,,,,,,
1067,selalu gunakan masker dan isolasi diri di rumah hingga keluhan membaik.,,,,,,,1,,,,,,,,,,
1068,"Sebaliknya, jika sudah lebih dari 3 hari keluhan Anda berlangsung atau memberat terus walau sudah dilakukan upaya di atas, lebih aman Anda periksa langsung saja ke dokter atau dokter penyakit dalam terdekat ya..",,,,,,,1,,,,,1,,,,,
1069,Semoga membantu.,,,,,,,,,,,,,,1,,,
1070,"Hallo dok, Saya mau nanya dok, sudah 1 Minggu saya mengalami batuk pilek.",,,1,,,1,,,,,,,,,,,
1071,Batuk nya hanya saat di pagi hari dan malam hari saja dan tidak disertai dahak.,,,1,,1,,,,,,,,,,,,
1072,Hingga saat ini belum sembuh batuknya dok tapi pileknya sudah mendingan.,,,,1,,,,,,,,,,,,,
1073,"Saya sudah minum obat batuk seperti Bodrex flu dan batuk, dan juga komik ohh.",,,,,,,1,,,,,,,,,,
1074,Tpi hingga saat ini belum hilang juga.Saya khawatir ini bukan batuk biasa.,,,,,,,,1,,,,,,,,,
1075,Mohon penjelasannya dok mengenai batuk yg saya alami,,,,,,,,,1,,,,,,,,
1076,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
1077,"Batuk disertai pilek terjadi utamanya karena peradangan pada saluran napas bagian atas, contohnya hidung (rhinitis), sinus (sinusitis), tenggorokan (faringitis), atau kotak suara (laringitis).",,,1,,,,,,,,1,,,,1,,
1078,"Ada banyak kemungkinan pencetus radang ini, contohnya infeksi (termasuk infeksi virus Corona yang menyebabkan COVID-19),",,,,,,,,,,,1,,,,,,
1079,"kemasukan benda asing,",,,,,,,,,,,1,,,,,,
1080,"refluks asam lambung, alergi,",,,,,,,,,,,1,,,,,,
1081,"gangguan imunitas, dan sebagainya.",,,,,,,,,,,1,,,,,,
1082,"Bukan itu saja, batuk dan pilek terkadang bisa juga muncul sebagai gejala prodromal infeksi pada sistem organ lain, ",,,,,,,,,,,1,,,,,,
1083,"peradangan pada saluran napas yang lebih bawah (seperti bronkhitis, pneumonia), ",,,,,,,,,,,1,,,,,,
1084,"sensitifitas berlebih terhadap obat tertentu, dan banyak lagi kondisi medis lainnya.",,,,,,,,,,,1,,,,,,
